accession,serotype,genotype,continent,country-code,country,region,sub-location1,sub-location2,lat,long,isolation-date
FJ882580,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ882581,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ882582,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ882583,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ882584,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ882585,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ882586,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ882587,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ882588,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ882589,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ882590,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
FJ882591,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
GQ868642,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
GQ868643,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
GQ868644,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
GQ868645,4,,South-America ,VEN,Venezuela,,Aragua,,,,2007
GQ199876,4,,South-America ,VEN,Venezuela,,Merida,,,,2007
HQ332172,4,,South-America ,VEN,Venezuela,,,,,,2007
HQ332173,4,,South-America ,VEN,Venezuela,,,,,,2007
HQ332174,4,,South-America ,VEN,Venezuela,,,,,,2007
HQ332175,4,,South-America ,VEN,Venezuela,,,,,,2007
HQ332176,4,,South-America ,VEN,Venezuela,,,,,,2007
FJ882592,4,,South-America ,VEN,Venezuela,,Aragua,,,,2008
MH450305,4,,South-America ,VEN,Venezuela,,Aragua,,,,2010-09-01
MH450307,4,,South-America ,VEN,Venezuela,,Aragua,,,,2011-02-16
MH450308,4,,South-America ,VEN,Venezuela,,Aragua,,,,2011-11-01
MH450309,4,,South-America ,VEN,Venezuela,,Aragua,,,,2012-07-17
KY924607,4,,Southeast-Asia,VNM,Vietnam,,,,,,2016
JQ915090,4,,Oceania,WLF,Wallis-and-Futuna,,NA,,,,2009-04-01
