"strain","Sample_ID","Sample_Source","Data_Source","date","Location","Region","Serotype","Sero_Geno","Lineage","Include"
"","DENV-3/USA/FL-BPHL-0060/2023","FL-DOH","FL-DOH","2023-07-26","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0061/2023","FL-DOH","FL-DOH","2023-07-26","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0108/2023","FL-DOH","FL-DOH","2023-07-31","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0062/2023","FL-DOH","FL-DOH","2023-07-18","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0063/2023","FL-DOH","FL-DOH","2023-07-22","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0064/2023","FL-DOH","FL-DOH","2023-07-27","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0065/2023","FL-DOH","FL-DOH","2023-07-26","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0066/2023","FL-DOH","FL-DOH","2023-07-28","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0067/2023","FL-DOH","FL-DOH","2023-08-07","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0068/2023","FL-DOH","FL-DOH","2023-07-28","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"OR771141.1","DENV-3/USA/FL-BPHL-0069/2023","FL-DOH","FL-DOH","2023-08-03","Haiti","Caribbean",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0070/2023","FL-DOH","FL-DOH","2023-08-02","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0072/2023","FL-DOH","FL-DOH","2023-08-04","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0073/2023","FL-DOH","FL-DOH","2023-08-07","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0075/2023","FL-DOH","FL-DOH","2023-08-13","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"OR771149.1","DENV-3/USA/FL-BPHL-0076/2023","FL-DOH","FL-DOH","2023-08-11","Honduras","Central-America",3,"3_III","3III_B.3",""
"OR771150.1","DENV-3/USA/FL-BPHL-0077/2023","FL-DOH","FL-DOH","2023-08-09","Haiti","Caribbean",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0078/2023","FL-DOH","FL-DOH","2023-08-11","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0079/2023","FL-DOH","FL-DOH","2023-08-09","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0080/2023","FL-DOH","FL-DOH","2023-08-11","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0081/2023","FL-DOH","FL-DOH","2023-08-17","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0082/2023","FL-DOH","FL-DOH","2023-08-20","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0083/2023","FL-DOH","FL-DOH","2023-09-01","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0084/2023","FL-DOH","FL-DOH","2023-08-22","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0085/2023","FL-DOH","FL-DOH","2023-08-22","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0110/2023","FL-DOH","FL-DOH","2023-08-06","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0087/2023","FL-DOH","FL-DOH","2023-08-23","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0088/2023","FL-DOH","FL-DOH","2023-08-31","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0089/2023","FL-DOH","FL-DOH","2023-08-29","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0090/2023","FL-DOH","FL-DOH","2023-08-28","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0091/2023","FL-DOH","FL-DOH","2023-09-02","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0092/2023","FL-DOH","FL-DOH","2023-08-31","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0093/2023","FL-DOH","FL-DOH","2023-08-31","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0111/2023","FL-DOH","FL-DOH","2023-08-31","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0095/2023","FL-DOH","FL-DOH","2023-09-05","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0096/2023","FL-DOH","FL-DOH","2023-09-04","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"OR771172.1","DENV-3/USA/FL-BPHL-0112/2023","FL-DOH","FL-DOH","2023-09-06","Mexico","North-America",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0098/2023","FL-DOH","FL-DOH","2023-09-15","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0099/2023","FL-DOH","FL-DOH","2023-09-08","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0100/2023","FL-DOH","FL-DOH","2023-09-06","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"OR771177.1","DENV-3/USA/FL-BPHL-0101/2023","FL-DOH","FL-DOH","2023-09-06","Florida(USA)","North-America",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0102/2023","FL-DOH","FL-DOH","2023-09-11","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0103/2023","FL-DOH","FL-DOH","2023-09-11","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0104/2023","FL-DOH","FL-DOH","2023-09-11","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0105/2023","FL-DOH","FL-DOH","2023-09-12","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0113/2023","FL-DOH","FL-DOH","2023-09-20","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0115/2023","FL-DOH","FL-DOH","2023-09-11","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0116/2023","FL-DOH","FL-DOH","2023-09-16","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"OR771186.1","DENV-3/USA/FL-BPHL-0117/2023","FL-DOH","FL-DOH","2023-09-21","Cuba","Caribbean",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0118/2023","FL-DOH","FL-DOH","2023-09-14","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"OR771190.1","DENV-3/USA/FL-BPHL-0121/2023","FL-DOH","FL-DOH","2023-09-29","Florida(USA)","North-America",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0122/2023","FL-DOH","FL-DOH","2023-09-30","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0123/2023","FL-DOH","FL-DOH","2023-10-04","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0126/2023","FL-DOH","FL-DOH","2023-09-26","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0128/2023","FL-DOH","FL-DOH","2023-10-03","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0129/2023","FL-DOH","FL-DOH","2023-10-02","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0130/2023","FL-DOH","FL-DOH","2023-10-03","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV3_CDBT_TU_NP224","Napit_2022","NCBI","2022-09-XX","Nepal","South-Asia",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0131/2023","FL-DOH","FL-DOH","2023-09-21","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0132/2023","FL-DOH","FL-DOH","2023-07-10","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0133/2023","FL-DOH","FL-DOH","2023-07-12","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"OR821932.1","DENV-3/USA/FL-BPHL-0134/2023","FL-DOH","FL-DOH","2023-07-11","Costa-Rica","Central-America",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0135/2023","FL-DOH","FL-DOH","2023-07-19","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0136/2023","FL-DOH","FL-DOH","2023-08-21","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"OR821935.1","DENV-3/USA/FL-BPHL-0137/2023","FL-DOH","FL-DOH","2023-08-28","Bangladesh","South-Asia",3,"3_I","3I_A.2",""
"","DENV-3/USA/FL-BPHL-0138/2023","FL-DOH","FL-DOH","2023-09-21","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0139/2023","FL-DOH","FL-DOH","2023-09-24","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0140/2023","FL-DOH","FL-DOH","2023-09-23","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0142/2023","FL-DOH","FL-DOH","2023-09-19","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0143/2023","FL-DOH","FL-DOH","2023-09-26","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0144/2023","FL-DOH","FL-DOH","2023-09-27","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0145/2023","FL-DOH","FL-DOH","2023-09-25","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0147/2023","FL-DOH","FL-DOH","2023-09-28","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0150/2023","FL-DOH","FL-DOH","2023-09-30","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0151/2023","FL-DOH","FL-DOH","2023-10-06","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0152/2023","FL-DOH","FL-DOH","2023-10-02","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0153/2023","FL-DOH","FL-DOH","2023-10-07","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0154/2023","FL-DOH","FL-DOH","2023-10-05","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0155/2023","FL-DOH","FL-DOH","2023-10-07","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0156/2023","FL-DOH","FL-DOH","2023-10-10","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"OR821955.1","DENV-3/USA/FL-BPHL-0157/2023","FL-DOH","FL-DOH","2023-10-09","Florida(USA)","North-America",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0158/2023","FL-DOH","FL-DOH","2023-10-07","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0160/2023","FL-DOH","FL-DOH","2023-10-10","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0162/2023","FL-DOH","FL-DOH","2023-10-11","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0163/2023","FL-DOH","FL-DOH","2023-10-03","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0165/2023","FL-DOH","FL-DOH","2023-10-16","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0166/2023","FL-DOH","FL-DOH","2023-10-14","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0167/2023","FL-DOH","FL-DOH","2023-10-15","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0168/2023","FL-DPH","NCBI","2023-05-09","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0171/2023","FL-DPH","NCBI","2023-07-09","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0172/2023","FL-DPH","NCBI","2023-07-04","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"OR977068.1","DENV-3/USA/FL-BPHL-0173/2023","FL-DPH","NCBI","2023-07-14","Guyana","South-America",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0174/2023","FL-DPH","NCBI","2023-07-21","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"OR977070.1","DENV-3/USA/FL-BPHL-0175/2023","FL-DPH","NCBI","2023-07-22","Costa-Rica","Central-America",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0177/2023","FL-DPH","NCBI","2023-10-13","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0178/2023","FL-DPH","NCBI","2023-10-11","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"OR977074.1","DENV-3/USA/FL-BPHL-0179/2023","FL-DPH","NCBI","2023-10-18","Mexico","North-America",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0180/2023","FL-DPH","NCBI","2023-10-19","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0181/2023","FL-DPH","NCBI","2023-10-17","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0182/2023","FL-DPH","NCBI","2023-10-22","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"OR977078.1","DENV-3/USA/FL-BPHL-0183/2023","FL-DPH","NCBI","2023-10-20","Guatemala","Central-America",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0186/2023","FL-DPH","NCBI","2023-10-25","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0187/2023","FL-DPH","NCBI","2023-11-01","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0189/2023","FL-DPH","NCBI","2023-10-27","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0190/2023","FL-DPH","NCBI","2023-10-28","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0191/2023","FL-DPH","NCBI","2023-11-01","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0192/2023","FL-DPH","NCBI","2023-11-06","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0193/2023","FL-DPH","NCBI","2023-11-07","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0194/2023","FL-DPH","NCBI","2023-11-09","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0195/2023","FL-DPH","NCBI","2023-11-01","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"OR977091.1","DENV-3/USA/FL-BPHL-0196/2023","FL-DPH","NCBI","2023-11-15","Florida(USA)","North-America",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0197/2023","FL-DPH","NCBI","2023-11-15","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0198/2023","FL-DPH","NCBI","2023-11-14","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0200/2023","FL-DPH","NCBI","2023-11-11","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"OR977096.1","DENV-3/USA/FL-BPHL-0201/2023","FL-DPH","NCBI","2023-11-15","Mexico","North-America",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0202/2023","FL-DPH","NCBI","2023-11-20","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0204/2023","FL-DPH","NCBI","2023-11-19","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"PP234923.1","47-ITM-040","Camprubi-Ferrer_2024","NCBI","2019-07-01","Philippines","Southeast-Asia",3,"3_I","3I_C",""
"","101-006-051","Camprubi-Ferrer_2024","NCBI","2018-07-01","Philippines","Southeast-Asia",3,"3_I","3I_C","X"
"PP234925.1","100-006-050","Camprubi-Ferrer_2024","NCBI","2018-07-01","Philippines","Southeast-Asia",3,"3_I","3I_C",""
"","171-06-124","Camprubi-Ferrer_2024","NCBI","2018-07-01","Philippines","Southeast-Asia",3,"3_I","3I_C","X"
"","DENV3/Viet_Nam/2012-10-26/Yale-DN01238","OUCRU","Yale","2012-10-26","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"PP269945.1","DENV3/Viet_Nam/2011-05-17/Yale-DN01316","OUCRU","Yale","2011-05-17","Vietnam","Southeast-Asia",3,"3_II","3II_A.1",""
"","DENV3/Viet_Nam/2012-07-02/Yale-DN01343-1","OUCRU","Yale","2012-07-02","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2012-01-30/Yale-DN01508","OUCRU","Yale","2012-01-30","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2013-08-27/Yale-DN01527","OUCRU","Yale","2013-08-27","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2014-04-14/Yale-DN01535","OUCRU","Yale","2014-04-14","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2012-01-05/Yale-DN01602","OUCRU","Yale","2012-01-05","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"PP269951.1","DENV3/Viet_Nam/2012-09-17/Yale-DN01621","OUCRU","Yale","2012-09-17","Vietnam","Southeast-Asia",3,"3_II","3II_A.1",""
"","DENV3/Viet_Nam/2012-11-08/Yale-DN01626","OUCRU","Yale","2012-11-08","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"PP269953.1","DENV3/Viet_Nam/2013-09-12/Yale-DN01651","OUCRU","Yale","2013-09-12","Vietnam","Southeast-Asia",3,"3_II","3II_A.1",""
"","DENV3/Viet_Nam/2012-02-21/Yale-DN01717","OUCRU","Yale","2012-02-21","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2012-12-07/Yale-DN01737","OUCRU","Yale","2012-12-07","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2013-01-05/Yale-DN01740","OUCRU","Yale","2013-01-05","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2013-01-24/Yale-DN01742","OUCRU","Yale","2013-01-24","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2013-03-15/Yale-DN01747","OUCRU","Yale","2013-03-15","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2013-08-10/Yale-DN01752","OUCRU","Yale","2013-08-10","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2013-10-10/Yale-DN01795","OUCRU","Yale","2013-10-10","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2013-11-12/Yale-DN01802","OUCRU","Yale","2013-11-12","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2013-11-27/Yale-DN01806","OUCRU","Yale","2013-11-27","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2013-12-02/Yale-DN01807","OUCRU","Yale","2013-12-02","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2012-12-26/Yale-DN01817","OUCRU","Yale","2012-12-26","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2013-11-12/Yale-DN01831","OUCRU","Yale","2013-11-12","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2013-12-02/Yale-DN01834","OUCRU","Yale","2013-12-02","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2014-12-03/Yale-DN01862","OUCRU","Yale","2014-12-03","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2013-07-18/Yale-DN01868","OUCRU","Yale","2013-07-18","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2013-12-20/Yale-DN01875","OUCRU","Yale","2013-12-20","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2014-02-25/Yale-DN01877","OUCRU","Yale","2014-02-25","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"PP269971.1","DENV3/Viet_Nam/2014-10-14/Yale-DN01884","OUCRU","Yale","2014-10-14","Vietnam","Southeast-Asia",3,"3_II","3II_A.1",""
"","DENV3/Viet_Nam/2013-09-17/Yale-DN01894","OUCRU","Yale","2013-09-17","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2012-09-13/Yale-DN01905","OUCRU","Yale","2012-09-13","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2013-05-16/Yale-DN01921","OUCRU","Yale","2013-05-16","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"","DENV3/Viet_Nam/2013-10-15/Yale-DN01928","OUCRU","Yale","2013-10-15","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"PP269976.1","DENV3/Viet_Nam/2015-03-25/Yale-DN01959","OUCRU","Yale","2015-03-25","Vietnam","Southeast-Asia",3,"3_II","3II_A.1",""
"","DENV3/Viet_Nam/2015-08-24/Yale-DN01971","OUCRU","Yale","2015-08-24","Vietnam","Southeast-Asia",3,"3_II","3II_A.1","X"
"PP563771.1","23GZ16076_D3_AGO","Su_2024","NCBI","2023-06-24","Angola","Sub-Saharan-Africa",3,"3_III","3III_B.3",""
"PP563871.1","23GZ12876_D3_THA","Su_2024","NCBI","2023-07-04","Thailand","Southeast-Asia",3,"3_III","3III_B.1",""
"","DENV-3/USA/FL-BPHL-0232/2023","FL-DPH","NCBI","2023-11-29","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0234/2023","FL-DPH","NCBI","2023-11-29","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0237/2023","FL-DPH","NCBI","2023-11-16","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0238/2023","FL-DPH","NCBI","2023-11-20","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0239/2023","FL-DPH","NCBI","2023-11-12","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0241/2023","FL-DPH","NCBI","2023-12-06","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0242/2023","FL-DPH","NCBI","2023-12-02","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"PP692459.1","DENV-3/USA/FL-BPHL-0243/2023","FL-DPH","NCBI","2023-12-02","Puerto-Rico","Caribbean",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0244/2023","FL-DPH","NCBI","2023-12-02","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"PP692461.1","DENV-3/USA/FL-BPHL-0245/2023","FL-DPH","NCBI","2023-12-12","Cuba","Caribbean",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0246/2023","FL-DPH","NCBI","2023-12-05","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0247/2023","FL-DPH","NCBI","2023-12-08","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0248/2023","FL-DPH","NCBI","2023-12-07","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0249/2023","FL-DPH","NCBI","2023-12-12","Florida(USA)","North-America",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0250/2023","FL-DPH","NCBI","2023-12-13","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0251/2023","FL-DPH","NCBI","2023-12-19","Dominican-Republic","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0252/2023","FL-DPH","NCBI","2023-12-16","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0254/2023","FL-DPH","NCBI","2023-12-20","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0255/2023","FL-DPH","NCBI","2023-12-30","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0256/2023","FL-DPH","NCBI","2023-12-31","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"PP708028.1","DENV-3/USA/FL-BPHL-0001/2024","FL-DPH","NCBI","2024-01-21","Mexico","North-America",3,"3_III","3III_B.3",""
"PP708029.1","DENV-3/USA/FL-BPHL-0002/2024","FL-DPH","NCBI","2024-01-02","Florida(USA)","North-America",3,"3_III","3III_B.3",""
"PP708030.1","DENV-3/USA/FL-BPHL-0003/2024","FL-DPH","NCBI","2024-01-08","Florida(USA)","North-America",3,"3_III","3III_B.3",""
"PP708031.1","DENV-3/USA/FL-BPHL-0004/2024","FL-DPH","NCBI","2024-01-09","Dominican-Republic","Caribbean",3,"3_III","3III_B.3",""
"","DENV-3/USA/FL-BPHL-0008/2024","FL-DPH","NCBI","2024-01-13","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0009/2024","FL-DPH","NCBI","2024-01-06","Cuba","Caribbean",3,"3_III","3III_B.3","X"
"","DENV-3/USA/FL-BPHL-0010/2024","FL-DPH","NCBI","2024-01-19","Cuba","Caribbean",3,"3_III","3III_B.3","X"
