"strain","Sample_ID","Sample_Source","Data_Source","date","Location","Region","Serotype","Sero_Geno","Lineage","Include"
"","Ser3_Thailand_Bangkok_Seq42","Salje_2017","NCBI","2001-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq43","Salje_2017","NCBI","2001-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq44","Salje_2017","NCBI","2000-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq45","Salje_2017","NCBI","2000-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq46","Salje_2017","NCBI","1998-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq47","Salje_2017","NCBI","1998-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_nonBKK_Seq15","Salje_2017","NCBI","2000-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq48","Salje_2017","NCBI","2001-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"KY586764.1","Ser3_Thailand_Bangkok_Seq49","Salje_2017","NCBI","2000-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A",""
"","Ser3_Thailand_nonBKK_Seq16","Salje_2017","NCBI","2001-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_nonBKK_Seq17","Salje_2017","NCBI","1999-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq50","Salje_2017","NCBI","1998-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_nonBKK_Seq18","Salje_2017","NCBI","1999-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq51","Salje_2017","NCBI","2002-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq52","Salje_2017","NCBI","2002-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq53","Salje_2017","NCBI","1998-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq54","Salje_2017","NCBI","1998-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_nonBKK_Seq19","Salje_2017","NCBI","2002-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq55","Salje_2017","NCBI","1998-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq56","Salje_2017","NCBI","1998-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq57","Salje_2017","NCBI","1995-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_nonBKK_Seq20","Salje_2017","NCBI","1999-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","Ser3_Thailand_Bangkok_Seq58","Salje_2017","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","Ser3_Thailand_Bangkok_Seq59","Salje_2017","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","Ser3_Thailand_Bangkok_Seq60","Salje_2017","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"KY586781.1","Ser3_Thailand_Bangkok_Seq61","Salje_2017","NCBI","2004-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3",""
"","Ser3_Thailand_Bangkok_Seq62","Salje_2017","NCBI","2001-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"KY586783.1","Ser3_Thailand_Bangkok_Seq63","Salje_2017","NCBI","2002-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3",""
"","Ser3_Thailand_Bangkok_Seq64","Salje_2017","NCBI","2001-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","Ser3_Thailand_Bangkok_Seq65","Salje_2017","NCBI","1995-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq66","Salje_2017","NCBI","1998-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_nonBKK_Seq21","Salje_2017","NCBI","2002-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_nonBKK_Seq22","Salje_2017","NCBI","2002-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_nonBKK_Seq23","Salje_2017","NCBI","2004-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq67","Salje_2017","NCBI","2001-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq68","Salje_2017","NCBI","2002-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq69","Salje_2017","NCBI","2002-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq70","Salje_2017","NCBI","2000-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq71","Salje_2017","NCBI","2000-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_nonBKK_Seq24","Salje_2017","NCBI","1999-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq72","Salje_2017","NCBI","2001-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq73","Salje_2017","NCBI","1995-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq74","Salje_2017","NCBI","1998-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq75","Salje_2017","NCBI","1998-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq76","Salje_2017","NCBI","1995-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq77","Salje_2017","NCBI","1995-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_Bangkok_Seq78","Salje_2017","NCBI","1995-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A","X"
"","Ser3_Thailand_nonBKK_Seq25","Salje_2017","NCBI","2007-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","Ser3_Thailand_nonBKK_Seq26","Salje_2017","NCBI","2007-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","Ser3_Thailand_nonBKK_Seq27","Salje_2017","NCBI","2008-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","Ser3_Thailand_nonBKK_Seq28","Salje_2017","NCBI","2008-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","Ser3_Thailand_nonBKK_Seq29","Salje_2017","NCBI","2010-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","Ser3_Thailand_nonBKK_Seq30","Salje_2017","NCBI","2010-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","Ser3_Thailand_nonBKK_Seq31","Salje_2017","NCBI","2009-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","Ser3_Thailand_nonBKK_Seq32","Salje_2017","NCBI","2009-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"KY586811.1","Ser3_Thailand_nonBKK_Seq33","Salje_2017","NCBI","2009-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B",""
"","Ser3_Thailand_nonBKK_Seq34","Salje_2017","NCBI","2010-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","Ser3_Thailand_nonBKK_Seq35","Salje_2017","NCBI","2009-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","Ser3_Thailand_Bangkok_Seq79","Salje_2017","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","Ser3_Thailand_Bangkok_Seq80","Salje_2017","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","Ser3_Thailand_Bangkok_Seq81","Salje_2017","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","Ser3_Thailand_Bangkok_Seq82","Salje_2017","NCBI","2006-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"","Ser3_Thailand_nonBKK_Seq36","Salje_2017","NCBI","2007-XX-XX","Thailand","Southeast-Asia",3,"3_II_related","3II_B","X"
"KY586819.1","Ser3_Thailand_nonBKK_Seq37","Salje_2017","NCBI","2007-XX-XX","Thailand","Southeast-Asia",3,"3_III","3III_B.1",""
"","Ser3_Thailand_nonBKK_Seq38","Salje_2017","NCBI","2008-XX-XX","Thailand","Southeast-Asia",3,"3_III","3III_B.1","X"
"","Ser3_Thailand_nonBKK_Seq39","Salje_2017","NCBI","2010-XX-XX","Thailand","Southeast-Asia",3,"3_III","3III_B.1","X"
"","Ser3_Thailand_nonBKK_Seq40","Salje_2017","NCBI","2009-XX-XX","Thailand","Southeast-Asia",3,"3_III","3III_B.1","X"
"KY670634.1","D3/Vietnam/9809aTw","Yang_2018","NCBI","1998-09-XX","Taiwan","East-Asia",3,"3_II","3II_A",""
"KY794786.1","101027","Luang-Suarkia_2018","NCBI","2010-10-27","Papua-New-Guinea","Pacific",3,"3_I","3I_A",""
"KY794787.1","71009","Luang-Suarkia_2018","NCBI","2007-09-10","Papua-New-Guinea","Pacific",3,"3_I","3I_A",""
"","80424","Luang-Suarkia_2018","NCBI","2008-04-24","Papua-New-Guinea","Pacific",3,"3_I","3I_A","X"
"KY794789.1","80521","Luang-Suarkia_2018","NCBI","2008-05-21","Papua-New-Guinea","Pacific",3,"3_I","3I_A",""
"","80606","Luang-Suarkia_2018","NCBI","2008-06-06","Papua-New-Guinea","Pacific",3,"3_I","3I_A","X"
"KY849761.1","UI17583","Castonguay-Vanier_2018","NCBI","2010-07-27","Laos","Southeast-Asia",3,"3_II","3II_B",""
"","UI17760","Castonguay-Vanier_2018","NCBI","2010-09-08","Laos","Southeast-Asia",3,"3_II","3II_B","X"
"","UI17816","Castonguay-Vanier_2018","NCBI","2010-12-08","Laos","Southeast-Asia",3,"3_II","3II_B","X"
"","UI16836","Castonguay-Vanier_2018","NCBI","2010-05-26","Laos","Southeast-Asia",3,"3_II","3II_B","X"
"","UI17982","Castonguay-Vanier_2018","NCBI","2010-08-24","Laos","Southeast-Asia",3,"3_II","3II_B","X"
"","UI17402","Castonguay-Vanier_2018","NCBI","2010-07-25","Laos","Southeast-Asia",3,"3_II","3II_B","X"
"","UI18630","Castonguay-Vanier_2018","NCBI","2010-10-21","Laos","Southeast-Asia",3,"3_II","3II_B","X"
"","UI17706","Castonguay-Vanier_2018","NCBI","2010-05-08","Laos","Southeast-Asia",3,"3_II","3II_B","X"
"KY863456.1","201610225","Dhenni_2017","NCBI","2016-06-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A",""
"KY921906.1","SG/EHI/D3/23167Y15","Hapuarachchi_2017","NCBI","2015-06-XX","Singapore","Southeast-Asia",3,"3_I","3I_A.1",""
"","SG/EHI/D3/15095Y15","Hapuarachchi_2017","NCBI","2015-04-XX","Singapore","Southeast-Asia",3,"3_III","3III_B.1","X"
"","SYMAV-02/Gabon/2016","Abe_2019","NCBI","2016-05-15","Gabon","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"","SYMAV-03/Gabon/2016","Abe_2019","NCBI","2016-05-20","Gabon","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"LC379195.1","SYMAV-07/Gabon/2016","Abe_2019","NCBI","2016-07-14","Gabon","Sub-Saharan-Africa",3,"3_III","3III_B.2",""
"","SYMAV-09/Gabon/2016","Abe_2019","NCBI","2016-07-22","Gabon","Sub-Saharan-Africa",3,"3_III","3III_B.2","X"
"LC379197.1","SYMAV-17/Gabon/2017","Abe_2019","NCBI","2017-04-15","Gabon","Sub-Saharan-Africa",3,"3_III","3III_B.2",""
"","Th16-016DV3","Phadungsombat_2018","NCBI","2016-10-XX","Thailand","Southeast-Asia",3,"3_III","3III_B.1","X"
"","Th16-049DV3","Phadungsombat_2018","NCBI","2016-12-XX","Thailand","Southeast-Asia",3,"3_III","3III_B.1","X"
"","Th16-055DV3","Phadungsombat_2018","NCBI","2016-12-XX","Thailand","Southeast-Asia",3,"3_III","3III_B.1","X"
"","Th17-059DV3","Phadungsombat_2018","NCBI","2017-01-XX","Thailand","Southeast-Asia",3,"3_III","3III_B.1","X"
"LC436676.1","B17-1471","Suzuki_2020","NCBI","2017-10-XX","Bangladesh","South-Asia",3,"3_I","3I_A.2",""
"LC436677.1","B17-1479","Suzuki_2020","NCBI","2017-10-XX","Bangladesh","South-Asia",3,"3_I","3I_A.2",""
"LT898451.1","2424900","Abubakar_2017","NCBI","2011-XX-XX","Malaysia","Southeast-Asia",3,"3_III","3III_A.2",""
"","2353394","Abubakar_2017","NCBI","2011-XX-XX","Malaysia","Southeast-Asia",3,"3_III","3III_A.2","X"
"LT996904.1","1708603","Abubakar_2020","NCBI","2007-XX-XX","Malaysia","Southeast-Asia",3,"3_III","3III_A.2",""
"LT996905.1","2024403","Abubakar_2020","NCBI","2008-XX-XX","Malaysia","Southeast-Asia",3,"3_III","3III_A.2",""
"","2044396","Abubakar_2020","NCBI","2008-XX-XX","Malaysia","Southeast-Asia",3,"3_III","3III_A.2","X"
"","2771163","Abubakar_2020","NCBI","2010-XX-XX","Malaysia","Southeast-Asia",3,"3_III","3III_A.2","X"
"","2829147","Abubakar_2020","NCBI","2010-XX-XX","Malaysia","Southeast-Asia",3,"3_III","3III_A.2","X"
"","2849608","Abubakar_2020","NCBI","2010-XX-XX","Malaysia","Southeast-Asia",3,"3_III","3III_A.2","X"
"LT996910.1","2933228","Abubakar_2020","NCBI","2010-XX-XX","Malaysia","Southeast-Asia",3,"3_III","3III_A.2",""
"","3116826","Abubakar_2020","NCBI","2010-XX-XX","Malaysia","Southeast-Asia",3,"3_III","3III_A.2","X"
"LT996912.1","59538","Abubakar_2020","NCBI","1987-XX-XX","Malaysia","Southeast-Asia",3,"3_III","3III_A.2",""
"M93130.1","H87","Osatomi_1993","NCBI","1956-XX-XX","Philippines","Southeast-Asia",3,"3_V","3V",""
"MF004386.1","Malaysia_CNR_17046/2012","Baronti_2018","NCBI","2012-04-10","Malaysia","Southeast-Asia",3,"3_I","3I_A",""
"","LRI8-15","Sittivicharpinyo_2017","NCBI","2015-09-XX","Thailand","Southeast-Asia",3,"3_III","3III_B.1","X"
"","YNPE3","Mo_2017","NCBI","2013-08-20","China","East-Asia",3,"3_III","3III_B.1","X"
"","16DGR39","Hu_2018","NCBI","2016-07-09","China","East-Asia",3,"3_I","3I_A.1","X"
"","16DGR40","Hu_2018","NCBI","2016-08-09","China","East-Asia",3,"3_I","3I_A.1","X"
"","16DGR41","Hu_2018","NCBI","2016-10-09","China","East-Asia",3,"3_I","3I_A.1","X"
"","16DGR45","Hu_2018","NCBI","2016-11-09","China","East-Asia",3,"3_I","3I_A.1","X"
"","16DGR58","Hu_2018","NCBI","2016-09-15","China","East-Asia",3,"3_I","3I_A.1","X"
"","JH88","Hu_2018","NCBI","2013-07-22","China","East-Asia",3,"3_II","3II_B","X"
"","JH250","Hu_2018","NCBI","2013-10-19","China","East-Asia",3,"3_II","3II_B","X"
"","JH967","Hu_2018","NCBI","2013-09-10","China","East-Asia",3,"3_II","3II_B","X"
"","MN1302","Hu_2018","NCBI","2013-09-21","China","East-Asia",3,"3_II","3II_B","X"
"","MN1308","Hu_2018","NCBI","2013-08-27","China","East-Asia",3,"3_II","3II_B","X"
"MG721059.1","R1_J18","Pattabiraman_2019","NCBI","2016-XX-XX","India","South-Asia",3,"3_III","3III_A.2",""
"","R1_J51","Pattabiraman_2019","NCBI","2016-XX-XX","India","South-Asia",3,"3_III","3III_B.3","X"
"","R1_J29","Pattabiraman_2019","NCBI","2016-XX-XX","India","South-Asia",3,"3_III","3III_B.1","X"
"","MS12006333","Idris_2020","NCBI","2014-12-XX","Malaysia","Southeast-Asia",3,"3_III","3III_A.2","X"
"","MS11006729","Idris_2020","NCBI","2014-12-XX","Malaysia","Southeast-Asia",3,"3_III","3III_A.2","X"
"MH051732.1","MS13004921","Idris_2020","NCBI","2014-12-XX","Malaysia","Southeast-Asia",3,"3_I","3I_A",""
"","MS11009829","Idris_2020","NCBI","2014-12-XX","Malaysia","Southeast-Asia",3,"3_III","3III_A.2","X"
"MH450296.1","IDAMS-910106","Lizarazo_2018","NCBI","2015-09-23","Venezuela","South-America",3,"3_III","3III_C.1",""
"MH450298.1","IDAMS-910115","Lizarazo_2018","NCBI","2015-09-30","Venezuela","South-America",3,"3_III","3III_C.1",""
"MH450299.1","IDAMS-910118","Lizarazo_2018","NCBI","2015-05-10","Venezuela","South-America",3,"3_III","3III_C.1",""
"MH450311.1","DENVEN-CC0010","Lizarazo_2018","NCBI","2010-08-27","Venezuela","South-America",3,"3_III","3III_C.1",""
"MH544647.1","449335_Boyaca_CO_2015","Laiton Donato_2018","NCBI","2015-08-23","Colombia","South-America",3,"3_III","3III_C",""
"MH544649.1","449686_Antioquia_CO_2015","Laiton Donato_2018","NCBI","2015-09-15","Colombia","South-America",3,"3_III","3III_C.1",""
"MH544650.1","449982_Meta_CO_2015","Laiton Donato_2018","NCBI","2015-07-09","Colombia","South-America",3,"3_III","3III_C.1",""
"MH544651.1","476947_Risaralda_CO_2016","Laiton Donato_2018","NCBI","2016-04-16","Colombia","South-America",3,"3_III","3III_C",""
"","T38_S72","Kar_2018","NCBI","2013-XX-XX","India","South-Asia",3,"3_III","3III_B","X"
"MH823209.1","SMD-031","Yohan_2019","NCBI","2016-XX-XX","Indonesia","Southeast-Asia",3,"3_I","3I_A.1",""
"","CNR_15418","Touret_2019","NCBI","2012-07-23","Thailand","Southeast-Asia",3,"3_II","3II_B","X"
"MH888333.1","BOL_4025","Touret_2019","NCBI","2011-01-01","Bolivia","South-America",3,"3_III","3III_C",""
"","MCVR7048AB/2017","Sabeena_2019","NCBI","2017-02-21","India","South-Asia",3,"3_III","3III_B.3","X"
"","MS12007786","Idris_2019","NCBI","2014-12-XX","Malaysia","Southeast-Asia",3,"3_I","3I_A","X"
"MK506265.1","h87-2007","Chin-inmanu_2019","NCBI","2007-08-XX","Thailand","Southeast-Asia",3,"3_V_related","3V",""
"","FT_J226_S40_R2","Pattabiraman_2020","NCBI","2016-08-26","India","South-Asia",3,"3_III","3III_B","X"
"","FT_J92_S12_R2","Pattabiraman_2020","NCBI","2016-10-08","India","South-Asia",3,"3_III","3III_B.3","X"
"","FT_DNS1_505_S48_R3","Pattabiraman_2020","NCBI","2016-08-11","India","South-Asia",3,"3_III","3III_B.3","X"
"","FT_DNS1_494_S54_R3","Pattabiraman_2020","NCBI","2016-08-24","India","South-Asia",3,"3_III","3III_B.3","X"
"","FT_DNS1_473_S33_R3","Pattabiraman_2020","NCBI","2016-10-14","India","South-Asia",3,"3_III","3III_B.3","X"
"","FT_AJ_39_S47_R3","Jagtap_2020","NCBI","2017-12-10","India","South-Asia",3,"3_III","3III_B.3","X"
"","FT_AJ_32_S43_R3","Jagtap_2020","NCBI","2017-09-10","India","South-Asia",3,"3_III","3III_B.3","X"
"MK894338.1","18XN04331","Su_2019","NCBI","2018-05-02","China","East-Asia",3,"3_I","3I_A.1",""
"","18XN10607","Su_2019","NCBI","2018-09-04","China","East-Asia",3,"3_III","3III_B","X"
"","18XN26997","Su_2019","NCBI","2018-10-16","China","East-Asia",3,"3_III","3III_B.3","X"
"","18XN61927","Su_2019","NCBI","2018-12-30","China","East-Asia",3,"3_III","3III_B.1","X"
"","D15118","Wu_2020","NCBI","2015-09-13","China","East-Asia",3,"3_III","3III_B.1","X"
"","D13056","Wu_2020","NCBI","2013-07-25","China","East-Asia",3,"3_III","3III_B.3","X"
"","D13146","Wu_2020","NCBI","2013-08-21","China","East-Asia",3,"3_II","3II_B","X"
"","D15037","Wu_2020","NCBI","2015-07-24","China","East-Asia",3,"3_I","3I_A","X"
"","D15043","Wu_2020","NCBI","2015-08-08","China","East-Asia",3,"3_III","3III_B.1","X"
"","D16007","Wu_2020","NCBI","2016-03-18","China","East-Asia",3,"3_III","3III_B.1","X"
"","D16006","Wu_2020","NCBI","2016-XX-XX","China","East-Asia",3,"3_I","3I_A","X"
"","D151436","Wu_2020","NCBI","2015-09-28","China","East-Asia",3,"3_I","3I_A","X"
"","D151655","Wu_2020","NCBI","2015-10-23","China","East-Asia",3,"3_III","3III_B.1","X"
"","D151658","Wu_2020","NCBI","2015-06-07","China","East-Asia",3,"3_III","3III_B.1","X"
"","D151660","Wu_2020","NCBI","2015-12-22","China","East-Asia",3,"3_I","3I_A.2","X"
"","D151447","Wu_2020","NCBI","2015-09-30","China","East-Asia",3,"3_III","3III_B.1","X"
"","D151448","Wu_2020","NCBI","2015-03-10","China","East-Asia",3,"3_I_related","3I_C","X"
"","D151440","Wu_2020","NCBI","2015-09-16","China","East-Asia",3,"3_I_related","3I_C","X"
"","D16016","Wu_2020","NCBI","2016-06-05","China","East-Asia",3,"3_III","3III_B.1","X"
"","D16021","Wu_2020","NCBI","2016-02-16","China","East-Asia",3,"3_I","3I_A","X"
"MN018383.1","D14014","Wu_2020","NCBI","2014-09-08","China","East-Asia",3,"3_I","3I_A",""
"","D16046","Wu_2020","NCBI","2016-01-09","China","East-Asia",3,"3_I","3I_A","X"
"MN018385.1","D16154","Wu_2020","NCBI","2016-09-20","China","East-Asia",3,"3_III","3III_B.3",""
"","D13054","Wu_2020","NCBI","2013-07-28","China","East-Asia",3,"3_III","3III_B.3","X"
"","D17139","Wu_2020","NCBI","2017-09-18","China","East-Asia",3,"3_I","3I_A.1","X"
"MN018388.1","D17641","Wu_2020","NCBI","2017-07-11","China","East-Asia",3,"3_I","3I_A.2",""
"","D17011","Wu_2020","NCBI","2017-02-15","China","East-Asia",3,"3_I_related","3I_C","X"
"MN083245.1","204_DENV3","Ngwe Tun_2020","NCBI","2017-12-XX","Sri-Lanka","South-Asia",3,"3_I","3I_A",""
"","189_DENV3","Ngwe Tun_2020","NCBI","2017-11-XX","Sri-Lanka","South-Asia",3,"3_I","3I_A.1","X"
"","19XN11050","Su_2019","NCBI","2019-05-19","China","East-Asia",3,"3_III","3III_B.3","X"
"","19XN16187","Su_2019","NCBI","2019-02-07","China","East-Asia",3,"3_III","3III_B.3","X"
"","19XN16218","Su_2019","NCBI","2019-06-30","China","East-Asia",3,"3_III","3III_B.3","X"
"","19XN16898","Su_2019","NCBI","2019-08-07","China","East-Asia",3,"3_III","3III_B.3","X"
"","19XN17302","Su_2019","NCBI","2019-08-07","China","East-Asia",3,"3_III","3III_B.3","X"
"","19XN50516","Su_2019","NCBI","2019-01-06","China","East-Asia",3,"3_III","3III_B.3","X"
"","19XN50658","Su_2019","NCBI","2019-07-18","China","East-Asia",3,"3_III","3III_B.3","X"
"MN253124.1","MD_18_R4_DENV3_III_India","Jagtap_2020","NCBI","2017-10-08","India","South-Asia",3,"3_III","3III_B.3",""
"","MD_33_R4_DENV3_III_India","Jagtap_2020","NCBI","2017-10-27","India","South-Asia",3,"3_III","3III_B.3","X"
"","MD_137_R4_DENV3_III_India","Jagtap_2020","NCBI","2018-06-09","India","South-Asia",3,"3_III","3III_B.3","X"
"MN253128.1","MD_144_R4_DENV3_III_India","Jagtap_2020","NCBI","2018-09-18","India","South-Asia",3,"3_III","3III_B.3",""
"","MD_147_R4_DENV3_III_India","Jagtap_2020","NCBI","2018-09-20","India","South-Asia",3,"3_III","3III_B.3","X"
"","MD_156_R4_DENV3_III_India","Jagtap_2020","NCBI","2018-09-12","India","South-Asia",3,"3_III","3III_B.3","X"
"","MD_157_R4_DENV3_III_India","Jagtap_2020","NCBI","2018-09-12","India","South-Asia",3,"3_III","3III_B.3","X"
"","MD_160_R4_DENV3_III_India","Jagtap_2020","NCBI","2018-09-18","India","South-Asia",3,"3_III","3III_B.3","X"
"","MD_177_R4_DENV3_III_India","Jagtap_2020","NCBI","2018-10-13","India","South-Asia",3,"3_III","3III_B.3","X"
"","107_2010","Berry_2020","NCBI","2010-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","196_2010","Berry_2020","NCBI","2010-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","225_2010","Berry_2020","NCBI","2010-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","305_2010","Berry_2020","NCBI","2010-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","308_2010","Berry_2020","NCBI","2010-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","312_2010","Berry_2020","NCBI","2010-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","313_2010","Berry_2020","NCBI","2010-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","317_2010","Berry_2020","NCBI","2010-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","3761_2011","Berry_2020","NCBI","2011-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","3783_2011","Berry_2020","NCBI","2011-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","3805_2011","Berry_2020","NCBI","2011-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","768_2010","Berry_2020","NCBI","2010-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0038A_01/28/2010","Berry_2020","NCBI","2010-02-16","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0040A_01/28/2010","Berry_2020","NCBI","2010-02-16","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0042A_01/28/2010","Berry_2020","NCBI","2010-02-16","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0059A_02/23/2010","Berry_2020","NCBI","2010-10-03","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0064A_02/23/2010","Berry_2020","NCBI","2010-XX-XX","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0065A_02/23/2010","Berry_2020","NCBI","2010-12-03","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0070A_03/02/2010","Berry_2020","NCBI","2010-03-18","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0087A_03/03/2010","Berry_2020","NCBI","2010-03-23","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0101A_03/30/2010","Berry_2020","NCBI","2010-04-19","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
"","KDC0132A_05/03/2010","Berry_2020","NCBI","2010-05-18","Thailand","Southeast-Asia",3,"3_II","3II_A.3","X"
